,1748,42334,252422
108200502,1822,42465,252435
108201205,1936,42291,252645
108201908,1785,42227,252695
108202609,1654,42271,252485
108203310,1776,42195,252255
108204013,1960,42203,252717
108204716,1794,42258,252486
108205417,1904,42444,252326
108206119,1559,42275,252486
108206822,1726,42499,252696
108207524,1791,42558,252507
108208225,1896,42252,252350
108208927,1751,42135,252418
108209629,1668,42260,252404
108210330,1902,42275,252580
108211032,1692,42356,252232
108211735,1693,42260,252493
108212437,1833,42416,252304
108213139,1782,42134,252299
108213841,1542,42377,252330
108214543,1665,42292,252694
108215245,1743,42297,252370
108215947,1801,42337,252518
108216648,1773,42388,252315
108217350,1755,42271,252468
108218053,1595,42357,252429
108218755,1781,42524,252298
108219456,1885,42247,252543
108220159,1811,42366,252570
108220862,1946,42401,252306
108221563,1662,42357,252213
108222264,1717,42298,252614
108222967,1621,42202,252470
108223668,1934,42186,252406
108224369,1892,42120,252333
108225072,1756,42530,252493
108225775,1749,42244,252824
108226476,1738,42518,252444
108227178,1630,42379,252595
108227881,1746,42567,252641
108228583,1839,42521,252847
108229284,1878,42251,252584
108229986,1816,42347,252376
108230688,1920,42216,252417
108231390,1577,42359,252600
108232092,1635,42382,252726
108232794,1924,42162,252707
108233496,1671,42122,252441
108234199,1770,42291,252364
108234901,1849,42305,252555
108235602,1717,42417,252393
108236304,1531,42316,252475
108237006,1883,42434,252637
108237708,1672,42330,252686
108238410,1824,42320,252715
108239113,1733,42335,252435
108239815,1749,42348,252342
108240516,1801,42482,252254
108241217,1890,42231,252624
108241919,1694,42373,252465
108242621,1701,42280,252557
108243322,1807,42148,252514
108244024,1807,42247,252400
108244727,1714,42354,252441
108245429,1728,42190,252480
108246131,1610,42273,252432
108246833,1935,42536,252426
108247535,1816,42365,252504
108248237,1777,42309,252286
108248939,1738,42383,252502
108249640,1569,42293,252385
108250342,1851,42303,252501
108251045,1966,42310,252375
108251747,1718,42276,252633
108252448,1895,42188,252345
108253151,1880,42372,252443
108253854,1770,42109,252398
108254555,1667,42424,252449
108255256,1887,42216,252530
108255959,1818,42256,252372
108256660,1826,42235,252162
108257361,1880,42255,252424
108258064,1655,42333,252487
108258767,1847,42224,252632
108259468,1850,42210,252545
108260170,1914,42328,252474
108260873,1926,42363,252464
108261575,1851,42286,252614
108262276,1876,42270,252695
108262978,1824,42356,252457
108263680,1635,42396,252234
108264381,1718,42291,252628
108265083,1736,42560,252383
108265786,1824,42361,252343
108266488,1885,42291,252657
108267190,1790,42305,252488
108267892,1706,42258,252765
108268594,1671,42463,252424
108269296,1722,42286,252482
108269998,1910,42299,252480
108270699,1648,42530,252529
108271401,1778,42217,252763
108272104,1777,42231,252507
108272806,1923,42377,252432
108273507,1664,42270,252711
108274210,1642,42332,252491
108274913,1865,42414,252429
108275614,1777,42350,252572
108276315,1911,42204,252626
108277018,1818,42363,252061
108277721,1748,42306,252300
108278422,1906,42260,252176
108279125,1549,42479,252263
108279828,1604,42316,252417
108280529,1805,42499,252495
108281230,1626,42283,252303
108281933,1692,42359,252666
108282634,1824,42337,252569
108283335,1764,42365,252549
108284037,1565,42316,252504
108284740,1819,42379,252356
108285442,1593,42508,252290
108286144,1761,42232,252432
108286846,1683,42509,252647
108287548,2046,42341,252525
108288249,1638,42459,252389
108288951,1734,42467,252333
108289653,1643,42221,252342
108290355,1659,42310,252575
108291057,1710,42481,252385
108291759,1667,42209,252292
108292461,1739,42237,252286
108293164,1711,42351,252623
108293866,1731,42310,252427
108294567,1764,42319,252429
108295269,1905,42354,252457
108295972,1711,42253,252573
108296673,1633,42262,252484
108297374,1813,42341,252564
108298077,1869,42431,252424
108298780,1730,42491,252279
108299481,1763,42369,252407
108300184,1884,42338,252405
108300887,1698,42267,252352
108301588,1836,42252,252493
108302289,1678,42159,252578
108302992,1866,42363,252343
108303694,1784,42237,252249
108304395,1764,42302,252142
108305098,1808,42369,252390
108305800,1962,42343,252618
108306501,1657,42183,252220
108307204,1800,42244,252356
108307907,1852,42341,252466
108308608,2036,42386,252662
108309309,1772,42159,252427
108310012,1713,42302,252385
108310715,1726,42248,252439
108311416,1981,42324,252302
108312119,1613,42141,252453
108312822,1694,42409,252306
108313523,1643,42244,252550
108314224,1854,42499,252539
108314927,1653,42363,252358
108315629,1676,42120,252363
108316330,1865,42360,252601
108317032,1783,42331,252267
108317735,1847,42353,252462
108318437,1827,42252,252571
108319139,1649,42297,252275
108319841,1897,42292,252345
108320543,1586,42401,252446
108321244,1756,42392,252681
108321946,1737,42355,252354
108322648,1821,42173,252554
108323350,1601,42344,252515
108324052,1884,42153,252507
108324754,1773,42414,252627
108325456,1741,42429,252309
108326159,1856,42507,252217
108326861,1521,42380,252705
108327562,1842,42269,252349
108328264,1746,42202,252396
108328967,1752,42386,252572
108329668,1589,42226,252491
108330370,1743,42395,252570
108331073,1606,42095,252428
108331775,1894,42186,252329
108332476,1735,42317,252176
108333179,1670,42192,252442
108333882,1732,42288,252603
108334583,1726,42496,252664
108335284,1973,42338,252681
108335987,1763,42093,252854
108336688,1886,42464,252447
108337390,1720,42465,252603
108338093,1804,42372,252268
108338795,1675,42300,252337
108339496,1823,42175,252586
108340199,1709,42435,252295
108340902,1936,42229,252459
108341603,1585,42398,252232
108342305,1750,42449,252294
108343008,1657,42148,252418
108343710,1762,42350,252465
108344411,1845,42264,252640
108345114,1648,42274,252553
108345817,1655,42253,252475
108346518,1766,42473,252415
108347219,1793,42273,252646
108347922,1634,42197,252338
108348623,1596,42351,252662
108349324,1801,42217,252286
108350027,1932,42195,252482
108350730,1632,42336,252582
108351431,1681,42202,252473
108352133,1821,42392,252388
108352836,1618,42280,252713
108353538,1626,42409,252524
108354239,1897,42366,252656
108354941,1834,42243,252314
108355643,1803,42307,252493
108356344,1790,42453,252331
108357046,1696,42419,252513
108357749,1728,42424,252290
108358451,1892,42386,252283
108359153,1876,42521,252327
108359855,2096,42239,252327
108360557,1871,42118,252498
108361259,1769,42335,252591
108361961,1891,42267,252799
108362662,1811,42234,252425
108363364,1698,42073,252384
108364067,1806,42222,252384
108364769,1719,42482,252498
108365470,1645,42313,252651
108366173,1732,42295,252330
108366876,1853,42042,252804
108367577,1703,42293,252413
108368279,1752,42391,252425
108368982,1803,42204,252183
108369683,1544,42385,252430
108370385,1764,42285,252487
108371088,1797,42407,252648
108371790,1786,42388,252443
108372491,1753,42135,252534
108373194,1780,42311,252620
108373897,1680,42375,252396
108374598,1686,42326,252274
108375299,1788,42179,252541
108376002,1570,42357,252308
108376705,1803,42353,252603
108377407,1712,42206,252494
108378110,1733,42465,252510
108378812,1686,42182,252546
108379513,1840,42297,252405
108380215,1589,42144,252403
108380917,1802,42501,252441
108381618,1798,42329,252505
108382320,1871,42344,252547
108383023,1676,42496,252512
108383725,1920,42165,252531
108384426,1823,42309,252324
108385129,1911,42331,252315
108385832,1583,42396,252297
108386533,1765,42331,252364
108387234,1739,42293,252366
108387937,1897,42270,252355
108388638,1692,42303,252612
108389339,1832,42383,252491
108390042,1773,42167,252574
108390745,1718,42406,252383
108391446,1876,42161,252771
108392148,1728,42313,252634
108392851,1733,42305,252624
108393553,1739,42332,252542
108394254,1818,42166,252469
108394956,1720,42447,252264
108395658,1748,42411,252560
108396359,1688,42237,252829
108397061,1692,42367,252423
108397764,1865,42423,252123
108398466,1843,42347,252379
108399168,1557,42352,252347
108399870,1793,42274,252428
108400572,1506,42282,252514
108401273,1545,42272,252290
108401975,1872,42500,252660
108402677,1910,42369,252460
108403379,1784,42296,252236
108404081,1766,42203,252543
108404783,1793,42340,252507
108405485,1918,42326,252462
108406188,1821,42523,252471
108406890,1713,42399,252479
108407591,1668,42448,252627
108408293,1970,42350,252533
108408996,1782,42511,252622
108409697,1698,42135,252325
108410398,1882,42255,252515
108411101,1705,42201,252612
108411804,1800,42472,252459
108412505,1818,42408,252616
108413208,1794,42234,252172
108413911,1818,42021,252396
108414612,1705,42033,252299
109117886,1707,42256,252426
109118588,1880,42350,252444
109119289,1683,42190,252529
109119991,1818,42192,252374
109120693,1640,42407,252257
109121394,1693,42189,252695
109122096,1637,42309,252512
109122799,1725,42292,252705
109123501,1846,42339,252549
109124203,1713,42185,252375
109124905,1595,42320,252551
109125607,1776,42208,252577
109126309,1544,42154,252527
109127011,1749,42411,252408
109127713,1827,42219,252296
109128415,1724,42296,252731
109129118,1740,42485,252509
109129820,1735,42410,252351
109130521,1900,42336,252314
109131223,1819,42553,252290
109131925,1681,42164,252609
109132626,1896,42302,252315
109133328,1730,42150,252876
109134031,1754,42208,252568
109134733,1755,42386,252790
109135434,1829,42241,252521
109136137,1807,42212,252312
109136840,1680,42368,252493
109137541,1744,42299,252304
109138242,1653,42163,252333
109138945,1971,42354,252315
109139646,1836,42265,252609
109140347,1814,42522,252444
109141050,1751,42149,252365
109141753,1821,42298,252441
109142454,1807,42516,252385
109143156,1638,42279,252665
109143859,1604,42531,252516
109144561,1761,42303,252495
109145262,1613,42337,252555
109145964,1632,42395,252173
109146666,1813,42366,252500
109147367,1829,42394,252439
109148069,1919,42397,252361
109148772,1829,42175,252437
109149474,1889,42355,252600
109150176,1674,42451,252567
109150878,1944,42529,252702
109151580,1894,42360,252460
109152282,1675,42242,252426
109152984,1760,42148,252304
109153685,1844,42219,252545
109154386,1716,42280,252594
109155089,1949,42289,252365
109155792,1958,42425,252329
109156493,1808,42423,252369
109157195,1627,42450,252551
109157898,1638,42426,252457
109158600,1810,42391,252492
109159301,1525,42384,252579
109160004,1809,42412,252559
109160707,1835,42338,252580
109161408,1884,42206,252367
109162110,1644,42408,252472
109162813,1761,42256,252711
109163515,1941,42461,252619
109164216,1721,42420,252483
109164918,1664,42391,252596
109165620,1719,42282,252433
109166322,1621,42328,252329
109167024,1865,42348,252714
109167726,2002,42383,252439
109168428,1557,42296,252368
109169131,1865,42325,252339
109169833,1631,42386,252513
109170534,1636,42345,252496
109171236,1925,42276,252595
109171939,1720,42216,252366
109172640,1752,42175,252354
109173341,1562,42199,252277
109174044,1763,42265,252608
109174746,1964,42311,252464
109175447,1567,42235,252521
109176150,1847,42181,252212
109176853,1932,42229,252383
109177554,1726,42350,252385
109178255,1650,42163,252357
109178958,1814,42404,252489
109179659,1758,42369,252519
109180360,1809,42220,252394
109181063,1798,42239,252622
109181766,1746,42490,252633
109182467,1779,42273,252348
109183169,1797,42222,252536
109183872,1828,42211,252521
109184574,1373,42457,252480
109185275,1733,42295,252691
109185977,2001,42420,252524
109186679,1689,42190,252478
109187380,1797,42331,252686
109188082,1537,42305,252406
109188785,1768,42342,252366
109189487,1769,42405,252712
109190189,1802,42300,252617
109190891,1571,42224,252657
109191593,1805,42381,252352
109192294,1821,42344,252457
109192996,1802,42242,252642
109193698,1590,42180,252478
109194400,1721,42320,252437
109195102,1732,42333,252547
109195804,2141,42330,252405
109196506,1681,42432,252405
109197209,1639,42132,252513
109197911,1760,42213,252294
109198612,1753,42179,252391
109199314,1829,42472,252355
109200016,1726,42266,252582
109200718,1783,42485,252287
109201420,1562,42216,252420
109202123,1756,42527,252489
109202825,1899,42411,252590
109203526,1675,42266,252268
109204228,1815,42448,252695
109204931,1784,42284,252249
109205632,1707,42286,252442
109206333,1702,42214,252401
109207036,1690,42319,252420
109207739,1721,42414,252458
109208440,1679,42414,252817
109209143,1565,42231,252963
109209846,1767,42357,252545
109210547,1882,42313,252639
109211248,1590,42291,252608
109211951,1803,42265,252472
109212653,1748,42172,252571
109213354,1753,42363,252468
109214057,1799,42226,252407
109214760,1972,42256,252677
109215461,1679,42447,252331
109216163,1886,42260,252609
109216866,1766,42273,252503
109217568,1715,42404,252326
109218269,1781,42425,252318
109218971,1827,42174,252245
109219673,1860,42280,252378
109220375,1864,42355,252920
109221077,1583,42298,252429
109221779,1972,42440,252579
109222481,1758,42308,252365
109223184,1626,42257,252587
109223886,1800,42405,252214
109224587,1596,42257,252547
109225289,1935,42439,252543
109225992,1725,42479,252433
109226693,1805,42425,252360
109227395,1764,42343,252411
109228098,1711,42388,252321
109228800,1945,42364,252462
109229501,1874,42347,252567
109230204,1911,42358,252671
109230907,1744,42302,252432
109231608,1590,42452,252621
109232309,1608,42314,252185
109233012,1517,42173,252517
109233714,1954,42228,252405
109234415,1746,42321,252407
109235118,1903,42281,252584
109235821,1697,42342,252316
109236522,1895,42011,252534
109237223,1886,42248,252370
109237926,1798,42221,252291
109238627,1645,42260,252482
109239328,1990,42276,252577
109240031,1820,42296,252824
109240734,1863,42387,252536
109241435,1812,42198,252397
109242137,1926,42639,252570
109242840,1792,42080,252648
109243542,1653,42225,252411
109244243,1865,42338,252213
109244945,1668,42380,252749
109245647,1892,42250,252430
109246349,1760,42284,252792
109247051,1876,42404,252421
109247753,1699,42300,252476
109248455,1792,42381,252312
109249158,1539,42372,252464
109249860,1767,42381,252517
109250561,1872,42337,252533
109251263,1851,42510,252680
109251966,1800,42485,252383
109252667,1738,42091,252439
109253368,1688,42306,252468
109254071,1816,42109,252720
109254774,1653,42454,252662
109255475,1663,42364,252314
109256178,1736,42444,252726
109256881,1908,42199,252606
109257582,1658,42371,252663
109258283,1670,42238,252625
109258986,1636,42350,252465
109259688,2062,42215,252486
109260390,1832,42489,252244
109261092,1870,42285,252210
109261794,1753,42361,252548
109262496,1655,42101,252436
109263199,1847,42369,252465
109263901,1735,42285,252401
109264602,1857,42158,252429
109265304,1797,42285,252595
109266007,1864,42405,252646
109266709,1982,42296,252444
109267410,1736,42595,252497
109268113,1698,42366,252324
109268816,1679,42332,252550
109269517,1798,42299,252636
109270218,1665,42480,252563
109270921,1694,42275,252353
109271622,1671,42260,252459
109272323,1678,42333,252361
109273026,1870,42278,252486
109273729,1516,42463,252554
109274430,1757,42207,252672
109275133,1887,42571,252543
109275836,1918,42362,252364
