206,-2757,258855
2018567626,2379,-2858,258294
2018568329,2173,-2694,258759
2018569032,2194,-2561,258828
2018569734,2270,-2614,258645
2018570437,2188,-2775,258972
2018571139,2429,-2784,259014
2018571840,2300,-2709,258936
2018572541,2348,-2722,258296
2018573244,2431,-2727,258640
2018573946,2220,-2843,258546
2018574647,2174,-2767,258618
2018575349,2124,-2784,258779
2018576051,2216,-2833,258482
2018576752,2316,-2815,258317
2018577455,2244,-2664,258409
2018578158,2364,-2671,258925
2018578859,2176,-2824,258475
2018579560,2246,-2839,258564
2018580262,2274,-2712,258595
2018580963,2341,-2781,258823
2018581665,2480,-2800,258715
2018582368,2303,-2764,258788
2018583071,2189,-2828,258788
2018583772,2155,-2805,258712
2018584474,2217,-2663,258317
2018585177,2401,-2801,258847
2018585879,2073,-2623,258582
2018586581,2239,-2799,258676
2018587283,2136,-2793,258849
2018587984,2235,-2854,258925
2018588686,2277,-2802,258972
2018589389,2172,-2862,259237
2018590092,2171,-2655,258734
2018590793,2363,-2852,258761
2018591495,2372,-2821,258474
2018592197,2165,-2706,258694
2018592899,2344,-2790,258848
2018593601,2127,-2949,258604
2018594304,2226,-2844,258444
2018595006,2178,-2848,258703
2018595707,2104,-2882,258735
2018596410,2217,-2725,258801
2018597113,2125,-2713,258767
2018597815,2334,-2814,258500
2018598516,2109,-2915,258726
2018599218,2368,-2887,258789
2018599919,2328,-2854,258561
2018600620,2369,-2768,258861
2018601323,2291,-2705,258648
2018602026,2122,-2702,258810
2018602727,2236,-2775,258654
2018603429,2279,-2658,258846
2018604131,2071,-3027,258914
2018604832,2114,-2663,258782
2018605534,2354,-2680,258802
2018606237,2284,-2941,258463
2018606938,2255,-2978,258707
2018607639,2159,-2928,258778
2018608341,2312,-2916,258820
2018609043,2337,-2835,258822
2018609745,2150,-2612,258550
2018610448,2183,-2791,258443
2018611151,2422,-2941,258706
2018611852,2288,-2851,258739
2018612553,2323,-2744,258843
2018613256,2216,-2668,258526
2018613958,2328,-2884,258616
2018614660,2178,-2752,258685
2018615362,2411,-2807,258912
2018616064,2185,-2670,258755
2018616765,2444,-2837,258719
2018617468,2222,-2874,258691
2018618171,2262,-2828,258633
2018618873,2225,-2879,258401
2018619574,2369,-2872,258618
2018620276,2042,-2831,258358
2018620977,2196,-2781,258860
2018621679,2270,-2725,258575
2018622382,2233,-2924,258873
2018623084,2432,-2749,258496
2018623785,2389,-2937,258625
2018624488,2378,-2933,258736
2018625191,2382,-2866,258769
2018625893,2196,-2873,258472
2018626595,2287,-2870,258646
2018627297,2327,-2679,258756
2018627998,2267,-2772,258654
2018628699,2446,-2824,258905
2018629402,2278,-2835,258976
2018630105,2369,-2945,258860
2018630807,2270,-2802,258697
2018631508,2337,-2836,258714
2018632210,2237,-2810,258783
2018632911,2261,-2942,258764
2018633613,2143,-2741,259030
2018634316,2190,-2828,258609
2018635019,2370,-2690,258674
2018635720,2447,-2626,258799
2018636422,2304,-2864,258900
2018637124,2187,-2743,258792
2018637826,2193,-3058,258854
2018638528,2361,-2851,258901
2018639231,2223,-2862,258732
2018639932,2234,-2842,258751
2018640633,2093,-2832,258693
2018641336,2436,-2716,258468
2018642039,2372,-2756,258659
2018642741,2236,-2728,258660
2018643444,2391,-2913,258819
2018644146,2294,-2694,258769
2018644847,2219,-2801,258667
2018645548,2237,-2952,258509
2018646251,2320,-2766,258871
2018646953,2143,-2913,258948
2018647654,2181,-2642,258760
2018648356,2215,-2625,258489
2018649058,2233,-2690,258828
2018649760,2153,-2976,258698
2018650463,2226,-2935,258539
2018651166,2243,-2692,258575
2018651867,2162,-2793,258781
2018652568,2185,-2701,258717
2018653270,2297,-2870,258662
2018653972,2123,-2820,258442
2018654674,2405,-2810,258375
2018655377,2232,-2775,258621
2018656079,2477,-2825,258428
2018656780,2137,-2877,258678
2018657483,2371,-2717,258980
2018658186,2260,-2758,258894
2018658888,2094,-2801,258476
2018659589,2135,-2913,258967
2018660291,2214,-2719,258806
2018660992,2197,-2832,258541
2018661693,2379,-2833,258860
2018662396,2269,-2623,258687
2018663099,2523,-2785,258743
2018663800,2232,-3052,258976
2018664502,2267,-2753,258831
2018665204,2083,-2730,258438
2018665905,2291,-2658,258653
2018666607,2240,-2745,258633
2018667310,2159,-2526,258913
2018668013,2348,-2949,258487
2018668714,2578,-2747,258547
2018669416,2033,-2844,258900
2018670119,2138,-2729,258775
2018670821,2224,-2885,258979
2018671523,2354,-2858,258856
2018672225,2243,-2851,258456
2018672926,2228,-2725,258526
2018673627,2268,-2709,258327
2018674330,2175,-2775,258668
2018675033,2418,-2709,258644
2018675735,2281,-2663,258782
2018676437,2256,-2739,259021
2018677139,2261,-2772,258959
2018677840,2288,-2754,258751
2018678541,2332,-2834,258748
2018679244,2228,-2726,258824
2018679945,2250,-2749,258553
2018680646,2336,-2815,258726
2018681348,2270,-2843,258730
2018682050,2138,-2710,258792
2018682752,2362,-2870,258743
2018683455,2394,-2815,258795
2018684158,2221,-2635,259250
2018684859,2405,-2635,258575
2018685560,2469,-2566,258412
2018686262,2365,-2657,258794
2018686964,2227,-2848,258654
2018687666,2231,-2695,258764
2018688369,2007,-2856,258797
2018689072,2334,-2906,258647
2018689773,2329,-2725,258605
2018690475,2354,-2567,258530
2018691178,2373,-2821,258778
2018691880,2400,-2829,258839
2018692582,2345,-2793,258394
2018693284,2378,-2598,258696
2018693985,2154,-2779,258636
2018694686,2151,-2590,258584
2018695389,2270,-2855,258584
2018696092,2295,-2763,258465
2018696794,2265,-2842,258734
2018697497,2405,-2851,258689
2018698199,2306,-2880,258904
2018698900,2132,-2696,258465
2018699601,2428,-2961,258716
2018700304,2143,-2710,258361
2018701007,2375,-2843,258592
2018701708,2334,-2813,258483
2018702410,2426,-2821,258689
2018703112,2414,-2815,258727
2018703813,2197,-2435,258780
2018704514,2229,-2684,258346
2018705217,2152,-2897,258694
2018705919,2437,-2612,258601
2018706620,2135,-2554,258532
2018707322,2354,-2865,258680
2018708024,2103,-2730,258666
2018708725,2092,-2913,258458
2018709428,2431,-2659,258472
2018710131,2374,-2788,258687
2018710832,2314,-2616,258851
2018711533,2097,-2817,258677
2018712235,2286,-2648,258549
2018712937,2111,-2664,258746
2018713639,2178,-2721,258977
2018714342,2043,-2766,258635
2018715045,2265,-2777,258765
2018715746,2345,-2608,258955
2018716448,2381,-2735,258691
2018717151,2231,-2718,258705
2018717853,2257,-2775,258546
2018718555,2197,-2665,258594
2018719258,2158,-2597,258558
2018719959,2187,-2873,258774
2018720660,2360,-2872,258760
2018721363,2282,-2776,258630
2018722066,2310,-2650,258698
2018722768,2279,-2741,258545
2018723470,2252,-2753,258775
2018724172,2068,-2617,258887
2018724873,2499,-2464,258415
2018725575,2221,-2791,258763
2018726278,2253,-2636,258744
2018726979,2376,-2738,258479
2018727680,2244,-2782,258815
2018728383,2219,-2753,258697
2018729086,2311,-2786,258688
2018729787,2119,-2967,258747
2018730489,2368,-2736,258706
2018731191,2235,-2820,258864
2018731892,2108,-2799,258765
2018732594,2391,-2592,258716
2018733297,2400,-2627,258837
2018733998,2306,-2666,258324
2018734699,2072,-2573,258696
2018735401,2168,-2735,258838
2018736103,2413,-2672,258795
2018736805,2089,-2771,258818
2018737507,2237,-2609,258754
2018738210,2337,-2748,258693
2018738911,2428,-2763,258597
2018739612,2150,-2839,259050
2018740315,2148,-2730,258637
2018741018,2510,-2644,258739
2018741720,2304,-2564,258895
2018742422,2394,-2724,258898
2018743124,2301,-2675,258921
2018743825,2160,-2720,258445
2018744526,2532,-2598,258909
2018745229,2365,-2706,258737
2018745930,2256,-2901,258444
2018746631,2232,-2397,258731
2018747333,2331,-2607,258953
2018748035,2367,-2568,258654
2018748737,2241,-2860,258902
2018749440,1981,-2720,258796
2018750143,2329,-2598,258512
2018750844,2342,-2726,258786
2018751545,2198,-2979,258740
2018752248,2224,-2680,258356
2018752950,2395,-2799,258676
2018753652,1949,-2777,259101
2018754354,2292,-2645,258716
2018755056,2305,-2802,258582
2018755757,2318,-2858,258774
2018756460,2424,-2708,258642
2018757163,2061,-2677,259113
2018757865,2231,-2942,258693
2018758566,2167,-2813,258872
2018759268,2396,-2728,258681
2018759969,2093,-2626,258563
2018760670,2291,-2814,258692
2018761373,2202,-2893,258484
2018762076,2238,-2775,258678
2018762777,2137,-2652,258577
2018763479,2289,-2790,258789
2018764181,2387,-2733,258593
2018764882,2243,-2676,258390
2018765584,2305,-2682,258728
2018766287,2279,-2626,258560
2018766988,2285,-2844,258890
2018767689,2266,-2972,258968
2018768391,2196,-2805,259147
2018769094,2079,-2605,258616
2018769796,2387,-2902,258885
2018770499,2193,-2735,258491
2018771201,2090,-2858,258954
2018771902,2239,-2832,258855
2018772603,2331,-2798,258960
2018773306,2216,-2855,258494
2018774009,2350,-2821,258683
2018774710,2190,-2860,258962
2018775412,2210,-2916,258911
2018776114,2175,-2691,258503
2018776815,2365,-2856,258464
2018777517,2356,-2689,259008
2018778220,2067,-2717,259012
2018778921,2319,-2875,258406
2018779622,2343,-2721,259046
2018780324,2374,-2789,258940
2018781026,2309,-2879,258397
2018781728,2229,-2942,258683
2018782431,2217,-2733,258675
2018783134,2292,-2907,258945
2018783835,2278,-2645,258934
2018784536,2128,-2925,258971
2018785239,2308,-2976,258703
2018785941,2123,-2674,258683
2018786643,2399,-2985,258711
2018787345,2217,-2634,258843
2018788047,2247,-2805,258597
2018788748,2314,-2850,258799
2018789451,2312,-2589,258741
2018790154,2259,-2894,258597
2018790856,2192,-2841,258582
2018791557,2200,-2654,258707
2018792259,2293,-2787,258869
2018792960,2251,-2832,258789
2018793661,2388,-2677,258871
2018794364,2225,-2694,258725
2018795067,2260,-2867,258843
2018795768,2345,-2806,258830
2018796470,2120,-2780,258714
2018797172,2340,-2721,258643
2018797873,2076,-2802,258368
2018798575,2270,-2770,258837
2018799278,2328,-2748,258792
2018799979,2177,-2757,258705
2018800680,2150,-2787,258573
2018801383,2261,-2918,258593
2018802086,2207,-2815,258415
2018802787,2109,-2762,258627
2018803489,2234,-2685,258773
2018804191,2256,-2618,258844
2018804892,2293,-2797,258831
2018805594,2116,-2838,258629
2018806297,2366,-2928,258647
2018806998,2098,-2564,258780
2018807699,2176,-2772,258753
2018808401,2196,-2970,258762
2018809103,2203,-2659,258701
2018809805,2022,-2770,258819
2018810507,2336,-2836,258642
2018811210,2064,-2984,258861
2018811911,2189,-2877,258748
2018812612,2196,-2910,258856
2018813315,2352,-2781,258678
2018814018,2253,-2760,258637
2018814719,2154,-2699,258798
2018815421,2324,-2707,258754
2018816123,2239,-2745,258808
2018816824,2196,-2793,258858
2018817526,2241,-2769,258649
2018818229,2427,-2848,258971
2018818930,2177,-3086,258635
2018819631,2128,-2745,258883
2018820333,2207,-2782,258595
2018821035,2313,-2722,258732
2018821737,2148,-2861,258641
2018822440,2169,-2743,258986
2018823143,2278,-2828,258267
2018823844,2399,-2916,258573
2018824545,2202,-2653,259010
2018825248,2440,-2720,258935
2018825950,2122,-2933,258975
2018826652,2310,-2754,258611
2018827354,2171,-2733,258708
2018828056,2258,-2845,258552
2018828757,2261,-2657,259026
2018829460,2234,-2814,258813
2018830163,2328,-2833,258638
2018830865,2255,-2770,258919
2018831566,2111,-2865,258834
2018832268,2174,-2607,258791
2018832969,2296,-2807,258594
2018833670,2192,-2643,258852
2018834373,2265,-2891,258901
2018835076,2270,-2804,258822
2018835777,2338,-2847,258616
2018836479,2230,-2846,258778
2018837181,2161,-2754,258570
2018837882,2388,-2852,258845
2018838584,2156,-2866,258629
2018839287,2104,-2600,258690
2018839988,2250,-2728,258622
2018840689,2129,-2605,258953
2018841391,2109,-2592,258607
2018842093,2277,-2806,258483
2018842794,2240,-2637,259014
2018843497,2053,-2863,258645
2018844200,2118,-2603,258693
2018844901,2349,-2727,258796
2018845602,2295,-2757,258845
2018846304,2368,-2691,258778
2018847006,2275,-2738,258703
2018847707,2409,-2735,258404
2018848410,2171,-2750,258377
2018849113,2124,-2918,258552
2018849815,2337,-2751,258637
2018850516,2419,-2834,258748
2018851218,2320,-2798,258662
2018851919,2199,-2781,258706
2018852620,2389,-2894,258812
2018853323,2234,-2758,258834
2018854026,2320,-2659,258629
2018854728,2197,-2654,258604
2018855430,2226,-2814,258701
2018856132,2017,-2711,258593
2018856833,2281,-2731,258679
2018857534,2233,-2684,258843
2018858237,2200,-2893,258674
2018858939,2118,-3037,258853
2018859640,2408,-2696,258539
2018860342,2099,-2793,258644
2018861044,1973,-2761,258798
2018861745,2212,-2682,258742
2018862448,2314,-2708,258715
2018863151,2295,-2600,258573
2018863853,2318,-2832,258532
2018864554,2259,-2637,258869
2018865256,2181,-2740,258609
2018865957,2247,-2643,258598
2018866658,2099,-2817,258977
2018867361,2118,-2774,258676
2018868064,2207,-2756,259029
2018868766,2371,-2807,258657
2018869468,2177,-2721,258626
2018870170,2311,-2865,258547
2018870871,2256,-2622,258703
2018871572,2147,-2719,258808
2018872275,2301,-2762,258946
2018872977,2460,-2742,258852
2018873679,2161,-2795,258702
2018874381,2072,-2645,258820
2018875083,2354,-2812,258775
2018875784,2192,-2741,258693
2018876487,2736,-2883,258809
2018877190,2174,-2934,258465
2018877892,1971,-2645,258585
2018878594,2219,-2814,258936
2018879297,2259,-2729,258812
2018879998,2273,-2805,258912
2018880699,2400,-2880,258710
2018881401,2074,-2796,258652
2018882104,2100,-2757,258601
2018882806,2333,-2727,258971
2018883508,2293,-2634,258753
2018884211,2221,-2771,258784
2018884912,2354,-2747,258543
2018885613,2130,-2723,258859
2018886315,2261,-2757,258558
2018887018,2356,-2793,259021
2018887720,2382,-2743,258881
2018888423,2205,-2784,258768
2018889126,2058,-2893,258603
2018889827,2284,-2698,258878
2018890528,2082,-2812,258727
2018891230,2373,-2757,258467
2018891932,2276,-2786,258684
2018892634,2352,-2829,258796
2018893337,2204,-2797,258633
2018894040,2225,-2756,258499
2018894741,2353,-2733,258772
2018895443,2359,-2828,258552
2018896145,2267,-2765,258801
2018896847,2230,-2623,258776
2018897549,2134,-2599,258551
2018898252,2210,-2820,258689
2018898953,2237,-2761,258864
2018899654,2124,-2878,258875
2018900356,2357,-2756,258699
2018901059,2242,-2567,259030
2018901761,2221,-2863,258693
2018902464,2232,-2661,258520
2018903167,2138,-2734,258766
2018903868,2324,-2770,258701
2018904569,2050,-2609,258774
2018905271,2135,-2563,258723
2018905973,2054,-2635,258872
2018906675,2346,-2951,258832
2018907378,2249,-2777,258551
2018908081,2227,-2697,258783
2018908782,2080,-2837,258597
2018909484,2171,-2802,258879
2018910186,2486,-2846,258710
2018910887,2180,-2857,258552
2018911589,2134,-2860,258534
2018912292,2329,-2685,258488
2018912993,2227,-2808,258426
2018913694,2237,-2833,258841
2018914396,2241,-2608,258885
2018915098,2409,-2692,258525
2018915799,2368,-2689,258766
2018916502,2207,-2768,259250
2018917205,2412,-2803,258669
2018917906,2124,-2851,258609
2018918607,2401,-2782,258571
2018919309,2232,-2975,258644
2018920011,2192,-2685,258685
2018920712,2096,-2841,258687
2018921415,2298,-2753,258832
2018922118,2271,-2802,258742
2018922819,2397,-2829,258417
2018923520,2509,-2767,258665
2018924222,2306,-2812,258717
2018924923,2475,-2699,258741
2018925624,2175,-2617,258674
2018926327,2385,-2605,258611
2018927030,1995,-2675,258546
2018927731,2445,-2754,258620
2018928433,2369,-2877,258516
2018929135,2301,-2720,258818
2018929836,2140,-3003,258584
2018930538,2052,-2565,258804
2018931241,2205,-2857,258735
2018931943,2192,-2741,258879
2018932644,2339,-2712,258747
2018933346,2473,-2661,258992
2018934048,2421,-2752,258807
2018934749,2299,-2918,258612
2018935452,2188,-2708,258897
2018936155,2087,-2814,258940
2018936857,2325,-2778,258733
2018937558,2063,-2934,258824
2018938260,2274,-2758,258739
2018938961,2145,-2563,258693
2018939662,2404,-2708,259122
2018940365,2305,-2573,258523
2018941068,2189,-2810,258334
2018941770,2194,-2702,258480
2018942473,2246,-2675,258777
2018943175,2116,-2695,258631
2018943876,2251,-2560,258603
2018944577,2182,-2667,258674
2018945280,2200,-2742,258968
2018945982,2360,-2774,258736
2018946683,2294,-2683,258929
2018947385,2221,-2693,258714
2018948087,2334,-2808,258756
2018948788,2285,-2709,258896
2018949491,2163,-2799,258936
2018950194,2287,-2568,258812
2018950896,2489,-2856,258657
2018951597,2346,-2901,258856
2018952299,2242,-2694,258701
2018953001,2325,-2694,259016
2018953702,2321,-2844,258946
2018954405,2017,-2784,258802
2018955108,2333,-2731,258763
2018955810,2193,-2811,258464
2018956512,2437,-2610,258797
2018957215,2246,-2696,258608
2018957917,2280,-2655,258801
2018958618,2357,-2954,258696
2018959320,2245,-2737,258680
2018960022,2106,-2758,258495
2018960723,2392,-2769,258642
2018961426,2184,-2763,258671
2018962129,2289,-2920,258638
2018962831,2264,-2718,258777
2018963532,2393,-2786,258626
2018964234,2352,-3031,258690
2018964935,2196,-2779,258638
2018965636,2243,-2656,258682
2018966339,2292,-2664,258762
2018967042,2200,-2733,258815
2018967744,2370,-2748,258612
2018968446,2271,-2920,258815
2018969148,2339,-2697,258771
2018969849,2162,-2751,258655
2018970550,2424,-2792,258535
2018971253,2214,-2771,258863
2018971955,2228,-2721,258691
2018972656,2301,-2973,258579
2018973358,2206,-2894,258914
2018974060,2003,-2726,258769
2018974761,2392,-2667,258577
2018975464,2490,-2777,258798
2018976167,2127,-2783,258815
2018976869,2210,-2632,258767
2018977570,2134,-2942,258727
2018978272,2256,-2930,258604
2018978973,2378,-2794,258572
2018979674,2314,-2725,258616
2018980377,2274,-2971,258998
2018981080,2363,-2732,258820
2018981782,2307,-2645,258315
2018982485,2331,-2819,258796
2018983187,2309,-2738,258999
2018983888,2306,-2684,258798
2018984589,2575,-2811,258922
2018985292,2078,-2805,258742
2018985994,2303,-3061,258569
2018986695,2509,-2797,258876
2018987397,2295,-2582,258755
2018988099,2189,-2678,258388
2018988800,2195,-2760,258625
2018989503,2312,-2709,258804
2018990206,2276,-2630,258511
2018990908,2242,-2946,258627
2018991609,2192,-2855,258759
2018992311,2346,-2956,258719
2018993013,2374,-2550,258639
2018993714,2379,-2797,258579
2018994417,2472,-2752,258534
2018995120,2227,-2836,258784
2018995822,1995,-3026,258827
2018996523,2214,-2591,258736
2018997225,2440,-2774,258928
2018997926,2225,-2842,258645
2018998627,2219,-2776,258852
2018999330,2410,-2969,258935
2019000033,2356,-2946,258588
2019000735,2210,-2884,258640
2019001437,2306,-2700,258803
2019002139,2386,-2795,259022
